timestamp,machine_id,temperature,vibration,pressure,current,hard_disk_status,fan_speed,power_supply_status,network_card_status,motherboard_status,hardware_failure_type,failure
2025-07-28 18:00:00,101,70.2,0.08,39.8,10.2,normal,1800,normal,normal,normal,,0
2025-07-28 18:01:00,101,71.0,0.07,39.7,10.1,normal,1850,normal,normal,normal,,0
2025-07-28 18:02:00,101,70.8,0.09,39.9,10.2,normal,1800,normal,normal,normal,,0
2025-07-28 18:03:00,101,85.3,0.23,41.2,11.5,normal,1500,normal,normal,normal,hard_disk,0
2025-07-28 18:04:00,101,70.4,0.08,39.6,10.0,normal,1750,normal,normal,normal,,0
2025-07-28 18:05:00,101,70.6,0.08,39.8,10.2,normal,1800,normal,normal,normal,,0
2025-07-28 18:00:00,102,69.5,0.07,38.9,9.9,normal,1900,normal,normal,normal,,0
2025-07-28 18:01:00,102,69.7,0.07,39.0,10.0,normal,1900,normal,normal,normal,,0
2025-07-28 18:02:00,102,69.8,0.09,39.2,10.2,normal,1000,normal,normal,normal,,0
2025-07-28 18:03:00,102,90.1,0.35,42.5,13.7,normal,900,normal,normal,normal,fan,0
2025-07-28 18:04:00,102,70.1,0.08,39.1,10.1,normal,1900,normal,normal,normal,,0
2025-07-28 18:05:00,102,69.9,0.07,39.0,10.0,normal,1900,normal,normal,normal,,0
2025-07-28 18:00:00,103,72.5,0.10,40.1,10.3,normal,1800,normal,normal,normal,,0
2025-07-28 18:01:00,103,73.0,0.11,40.5,10.4,normal,1800,warning,normal,normal,power_supply,0
2025-07-28 18:02:00,103,72.8,0.10,40.3,10.3,normal,1990,normal,normal,normal,,0
2025-07-28 18:03:00,103,72.9,0.10,40.4,10.3,normal,1990,normal,failed,normal,network_card,0
2025-07-28 18:04:00,103,72.7,0.11,40.2,10.2,normal,1990,normal,normal,normal,,0
2025-07-28 18:05:00,103,72.6,0.10,40.1,10.2,normal,1990,normal,normal,failed,motherboard,0
