timestamp,machine_id,temperature,vibration,pressure,current,hard_disk_status,fan_speed,power_supply_status,network_card_status,motherboard_status,hardware_failure_type,failure
2025-08-15 09:00:00,101,68.5,0.06,40.2,9.8,normal,1900,normal,normal,normal,,0
2025-08-15 09:01:00,101,69.2,0.07,40.1,9.9,normal,1880,normal,normal,normal,,0
2025-08-15 09:02:00,101,70.1,0.08,40.3,10.1,normal,1850,normal,normal,normal,,0
2025-08-15 09:03:00,101,71.8,0.09,40.5,10.3,normal,1820,normal,normal,normal,,0
2025-08-15 09:04:00,101,73.2,0.11,40.8,10.6,normal,1800,normal,normal,normal,,0
2025-08-15 09:05:00,101,75.5,0.13,41.2,11.1,normal,1750,normal,normal,normal,,0
2025-08-15 09:06:00,101,78.9,0.16,41.8,11.8,degraded,1700,normal,normal,normal,,0
2025-08-15 09:07:00,101,82.4,0.19,42.5,12.5,degraded,1650,normal,normal,normal,,0
2025-08-15 09:08:00,101,89.7,0.25,43.8,13.9,failed,1500,normal,normal,normal,hard_disk,1
2025-08-15 09:09:00,101,72.1,0.08,40.2,10.2,normal,1800,normal,normal,normal,,0
2025-08-15 09:00:00,102,72.3,0.09,39.5,10.4,normal,1750,normal,normal,normal,,0
2025-08-15 09:01:00,102,73.1,0.1,39.7,10.6,normal,1780,normal,normal,normal,,0
2025-08-15 09:02:00,102,74.8,0.12,40.1,11.2,normal,1720,normal,normal,normal,,0
2025-08-15 09:03:00,102,76.9,0.14,40.6,11.8,normal,1680,normal,normal,normal,,0
2025-08-15 09:04:00,102,79.2,0.18,41.3,12.6,normal,1620,normal,normal,normal,,0
2025-08-15 09:05:00,102,83.1,0.22,42.1,13.8,normal,1550,degraded,normal,normal,,0
2025-08-15 09:06:00,102,87.4,0.28,43.2,15.2,normal,1450,failed,normal,normal,power_supply,1
2025-08-15 09:07:00,102,74.2,0.11,39.8,10.5,normal,1750,normal,normal,normal,,0
2025-08-15 09:08:00,102,73.8,0.09,39.6,10.3,normal,1780,normal,normal,normal,,0
2025-08-15 09:09:00,102,72.9,0.08,39.4,10.1,normal,1800,normal,normal,normal,,0
2025-08-15 09:00:00,103,69.8,0.07,38.9,9.7,normal,1850,normal,normal,normal,,0
2025-08-15 09:01:00,103,70.5,0.08,39.1,9.9,normal,1830,normal,normal,normal,,0
2025-08-15 09:02:00,103,71.2,0.09,39.3,10.1,normal,1810,normal,normal,normal,,0
2025-08-15 09:03:00,103,72.8,0.11,39.8,10.5,normal,1780,normal,degraded,normal,,0
2025-08-15 09:04:00,103,74.3,0.13,40.2,11.1,normal,1750,normal,degraded,normal,,0
2025-08-15 09:05:00,103,76.7,0.16,40.9,11.9,normal,1700,normal,failed,normal,network_card,1
2025-08-15 09:06:00,103,71.1,0.09,39.4,10.2,normal,1820,normal,normal,normal,,0
2025-08-15 09:07:00,103,70.4,0.08,39.2,9.9,normal,1840,normal,normal,normal,,0
2025-08-15 09:08:00,103,69.9,0.07,38.9,9.8,normal,1860,normal,normal,normal,,0
2025-08-15 09:09:00,103,69.2,0.06,38.7,9.6,normal,1880,normal,normal,normal,,0
2025-08-15 09:00:00,104,70.1,0.08,40.1,10.0,normal,1820,normal,normal,normal,,0
2025-08-15 09:01:00,104,71.4,0.09,40.3,10.3,normal,1800,normal,normal,normal,,0
2025-08-15 09:02:00,104,72.9,0.11,40.7,10.8,normal,1770,normal,normal,normal,,0
2025-08-15 09:03:00,104,74.8,0.14,41.3,11.5,normal,1730,normal,normal,normal,,0
2025-08-15 09:04:00,104,77.2,0.17,42.1,12.4,normal,1680,normal,normal,normal,,0
2025-08-15 09:05:00,104,80.9,0.21,43.2,13.8,normal,1600,normal,normal,degraded,,0
2025-08-15 09:06:00,104,85.3,0.26,44.7,15.6,normal,1500,normal,normal,degraded,,0
2025-08-15 09:07:00,104,91.2,0.33,46.8,18.2,normal,1350,normal,normal,failed,motherboard,1
2025-08-15 09:08:00,104,73.6,0.12,40.4,10.6,normal,1750,normal,normal,normal,,0
2025-08-15 09:09:00,104,71.8,0.09,40.0,10.1,normal,1800,normal,normal,normal,,0
2025-08-15 09:00:00,105,74.2,0.12,41.3,11.2,normal,1720,normal,normal,normal,,0
2025-08-15 09:01:00,105,75.8,0.14,41.8,11.7,normal,1680,normal,normal,normal,,0
2025-08-15 09:02:00,105,78.1,0.17,42.5,12.5,normal,1630,normal,normal,normal,,0
2025-08-15 09:03:00,105,81.4,0.21,43.6,13.8,normal,1560,normal,normal,normal,,0
2025-08-15 09:04:00,105,85.9,0.26,45.1,15.6,normal,1450,normal,normal,normal,,0
2025-08-15 09:05:00,105,91.7,0.34,47.2,18.4,degraded,1300,degraded,normal,normal,,0
2025-08-15 09:06:00,105,98.4,0.44,50.1,22.1,failed,1150,failed,normal,normal,fan,1
2025-08-15 09:07:00,105,76.3,0.15,42.1,11.8,normal,1650,normal,normal,normal,,0
2025-08-15 09:08:00,105,74.1,0.12,41.4,11.1,normal,1700,normal,normal,normal,,0
2025-08-15 09:09:00,105,72.8,0.10,40.9,10.6,normal,1750,normal,normal,normal,,0
2025-08-15 09:00:00,116,69.5,0.07,39.2,9.8,normal,1850,normal,normal,normal,,0
2025-08-15 09:01:00,116,70.2,0.08,39.4,10.0,normal,1830,normal,normal,normal,,0
2025-08-15 09:02:00,116,71.8,0.09,39.8,10.4,normal,1800,normal,normal,normal,,0
2025-08-15 09:03:00,116,73.1,0.11,40.2,10.8,normal,1770,normal,normal,normal,,0
2025-08-15 09:04:00,116,74.7,0.13,40.7,11.3,normal,1740,normal,normal,normal,,0
2025-08-15 09:05:00,116,76.9,0.16,41.4,12.1,normal,1690,normal,normal,normal,,0
2025-08-15 09:06:00,116,79.2,0.19,42.3,13.0,normal,1640,normal,normal,normal,,0
2025-08-15 09:07:00,116,81.8,0.22,43.1,13.9,normal,1580,normal,normal,normal,,0
2025-08-15 09:08:00,116,84.6,0.26,44.2,15.1,normal,1520,normal,normal,normal,,0
2025-08-15 09:09:00,116,87.9,0.31,45.6,16.7,normal,1450,normal,normal,normal,,0
2025-08-15 09:00:00,117,68.9,0.06,38.7,9.5,normal,1900,normal,normal,normal,,0
2025-08-15 09:01:00,117,69.4,0.07,38.9,9.7,normal,1880,normal,normal,normal,,0
2025-08-15 09:02:00,117,70.1,0.08,39.1,9.9,normal,1860,normal,normal,normal,,0
2025-08-15 09:03:00,117,71.3,0.09,39.5,10.3,normal,1820,normal,normal,normal,,0
2025-08-15 09:04:00,117,72.8,0.11,40.0,10.8,normal,1780,normal,normal,normal,,0
